ID,Citation,Database,Duplicate?,Title/Abstract Decision,Full-Text Decision,Exclusion Reason,Final Status
R089,Konstantinos I. Roumeliotis et al. (2023). ChatGPT and Open-AI Models: A Preliminary Review. Future Internet. doi:10.3390/fi15060192,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R090,Mubashar Raza et al. (2025). Industrial applications of large language models. Scientific Reports. doi:10.1038/s41598-025-98483-1,"OpenAlex (FastTrack MCP) — Q3, Q8",No,Exclude,Not assessed,outside scope,Excluded
R091,Hazim Shakhatreh et al. (2019). Unmanned Aerial Vehicles (UAVs): A Survey on Civil Applications and Key Research Challenges. IEEE Access. doi:10.1109/access.2019.2909530,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R092,Samuele Capobianco et al. (2021). Deep Learning Methods for Vessel Trajectory Prediction Based on Recurrent Neural Networks. Florence Research (University of Florence). doi:10.1109/taes.2021.3096873,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R093,Jing Liu et al. (2025). Networking Systems for Video Anomaly Detection: A Tutorial and Survey. ACM Computing Surveys. doi:10.1145/3729222,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R094,"Mohsen Soori et al. (2023). Artificial intelligence, machine learning and deep learning in advanced robotics, a review. Cognitive Robotics. doi:10.1016/j.cogr.2023.04.001",OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R095,Srijeet Halder et al. (2023). Robots in Inspection and Monitoring of Buildings and Infrastructure: A Systematic Review. Applied Sciences. doi:10.3390/app13042304,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R096,Xiangyu Deng et al. (2021). Emerging Applications of Machine Learning in Food Safety. Annual Review of Food Science and Technology. doi:10.1146/annurev-food-071720-024112,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R097,Usman Ahmad Usmani et al. (2022). A Review of Unsupervised Machine Learning Frameworks for Anomaly Detection in Industrial Applications. Lecture notes in networks and systems. doi:10.1007/978-3-031-10464-0_11,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R098,Amna Bamaqa et al. (2022). SIMCD: SIMulated crowd data for anomaly detection and prediction. Expert Systems with Applications. doi:10.1016/j.eswa.2022.117475,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R099,Matteo Malgaroli et al. (2023). Natural language processing for mental health interventions: a systematic review and research framework. Translational Psychiatry. doi:10.1038/s41398-023-02592-2,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R100,Susara E. van der Merwe et al. (2019). Making Sense of Complexity: Using SenseMaker as a Research Tool. Systems. doi:10.3390/systems7020025,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R101,DeepSeek-AI et al. (2025). Can Open Large Language Models Catch Vulnerabilities?. arXiv (Cornell University). doi:10.4230/oasics.icpec.2025.4,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R102,"Grattafiori, Aaron et al. (2024). Enriching Location Representation with Detailed Semantic Information. arXiv (Cornell University). doi:10.4230/lipics.giscience.2025.3","OpenAlex (FastTrack MCP) — Q3, Q11",No,Exclude,Not assessed,outside scope,Excluded
R103,B.‐C. CHEN et al. (2023). Unleashing the potential of prompt engineering for large language models. arXiv (Cornell University). doi:10.48550/arxiv.2310.14735,"OpenAlex (FastTrack MCP) — Q3, Q5, Q7",No,Exclude,Not assessed,outside scope,Excluded
R104,"Diana Margarita Córdova Esparza (2025). AI-Powered Educational Agents: Opportunities, Innovations, and Ethical Challenges. Information. doi:10.3390/info16060469",OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R105,"Mohamad Abou Ali et al. (2025). Agentic AI: a comprehensive survey of architectures, applications, and future directions. Artificial Intelligence Review. doi:10.1007/s10462-025-11422-4","OpenAlex (FastTrack MCP) — Q4, Q7",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R106,Jing Chen et al. (2024). When large language models meet personalization: perspectives of challenges and opportunities. World Wide Web. doi:10.1007/s11280-024-01276-1,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R107,Ibomoiye Domor Mienye et al. (2025). Ensemble Large Language Models: A Survey. Information. doi:10.3390/info16080688,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R108,"Elsa Delgado-Sánchez et al. (2025). Artificial Intelligence Adoption in SMEs: Survey Based on TOE–DOI Framework, Primary Methodology and Challenges. Applied Sciences. doi:10.3390/app15126465",OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R109,"Sajib Acharjee Dip et al. (2026). Large language model agents for biological intelligence across genomics, proteomics, spatial biology, and biomedicine. Briefings in Bioinformatics. doi:10.1093/bib/bbag110",OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R110,Alfredo Madrid-García et al. (2025). From chat to act: large language model agents and agentic AI as the next frontier of AI in rheumatology. EULAR Rheumatology Open. doi:10.1016/j.ero.2025.06.012,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R111,Alison Fang et al. (2024). Large language models (LLMs): Risks and policy implications. MIT Science Policy Review. doi:10.38105/spr.3qrco9kp8x,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R112,Yike Shi et al. (2026). The Siren Song of LLMs: How Users Perceive and Respond to Dark Patterns in Large Language Models. conference-paper. doi:10.1145/3772318.3791149,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R113,"Sparsh Bajoria - et al. (2026). From Language Models to Agentic AI: A Survey of Autonomous, Action-Enabled, and Collaborative LLM Agents. Cognitive Computation. doi:10.1007/s12559-026-10619-1","OpenAlex (FastTrack MCP) — Q4, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R114,Xinyue Ye et al. (2026). Towards Agentic Urban Digital Twins (AUDiTs): advancing new urban science through Human-AI co-learning agents. Urban Informatics. doi:10.1007/s44212-025-00099-3,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R115,Petar Radanliev et al. (2026). Threats and vulnerabilities in artificial intelligence and agentic AI models. Frontiers in Artificial Intelligence. doi:10.3389/frai.2026.1731566,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R116,Evan Hubinger et al. (2024). Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Training. arXiv (Cornell University). doi:10.48550/arxiv.2401.05566,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,wrong threat (training-time deceptive backdoor; not a tool-using agent),Excluded
R117,(no author) (2024). Artificial intelligence risk management framework :. report. doi:10.6028/nist.ai.600-1,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,official framework (not a primary study),Excluded
R118,Ioannis Kazlaris et al. (2025). From Illusion to Insight: A Taxonomic Survey of Hallucination Mitigation Techniques in LLMs. Preprints.org. doi:10.20944/preprints202508.1942.v1,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R119,Shuiguang Deng et al. (2025). Agentic Services Computing. arXiv (Cornell University). doi:10.34726/12000,OpenAlex (FastTrack MCP) — Q4,No,Exclude,Not assessed,outside scope,Excluded
R120,Qiusi Zhan et al. (2024). InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents. arXiv (Cornell University). doi:10.18653/v1/2024.findings-acl.624,"OpenAlex (FastTrack MCP) — Q5, Q7",No,Include,Include,,Included (P20)
R121,Jiawen Shi et al. (2024). Optimization-based Prompt Injection Attack to LLM-as-a-Judge. conference-paper. doi:10.1145/3658644.3690291,OpenAlex (FastTrack MCP) — Q5,No,Exclude,Not assessed,"wrong population/system (LLM-as-a-judge selection, not an agent input channel)",Excluded
R122,Qiusi Zhan et al. (2025). Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents. conference-paper. doi:10.18653/v1/2025.findings-naacl.395,OpenAlex (FastTrack MCP) — Q5,No,Include,Include,,Included (P21)
R123,"Yagmur Yigit et al. (2025). Generative AI and LLMs for Critical Infrastructure Protection: Evaluation Benchmarks, Agentic AI, Challenges, and Opportunities. Sensors. doi:10.3390/s25061666","OpenAlex (FastTrack MCP) — Q5, Q6, Q7",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R124,Jie Zhang et al. (2025). When LLMs meet cybersecurity: a systematic literature review. Cybersecurity. doi:10.1186/s42400-025-00361-w,"OpenAlex (FastTrack MCP) — Q5, Q10, Q10",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R125,"Zhichen Dong et al. (2024). Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey. conference-paper. doi:10.18653/v1/2024.naacl-long.375",OpenAlex (FastTrack MCP) — Q5,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R126,Jiawen Shi et al. (2026). Prompt Injection Attack to Tool Selection in LLM Agents. conference-paper. doi:10.14722/ndss.2026.230675,OpenAlex (FastTrack MCP) — Q5,No,Include,Include,,Included (P22)
R127,Dennis Jacob et al. (2024). PromptShield: Deployable Detection for Prompt Injection Attacks. conference-paper. doi:10.1145/3714393.3726501,OpenAlex (FastTrack MCP) — Q5,No,Include,Include,,Included (P23)
R128,Dong-Hyun Lee et al. (2026). Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems. Lecture notes in computer science. doi:10.1007/978-3-032-16092-8_28,OpenAlex (FastTrack MCP) — Q5,No,Exclude,Not assessed,outside scope (multi-agent inter-agent channel; review population is single tool-using agents),Excluded
R129,Yifei Wang et al. (2024). BadAgent: Inserting and Activating Backdoor Attacks in LLM Agents. conference-paper. doi:10.18653/v1/2024.acl-long.530,OpenAlex (FastTrack MCP) — Q5,No,Exclude,Not assessed,wrong threat (fine-tuning backdoor; outside the runtime-injection threat model),Excluded
R130,"Yihe Zhou et al. (2025). A Survey on Backdoor Threats in Large Language Models (LLMs): Attacks, Defenses, and Evaluation Methods. Transactions on Artificial Intelligence. doi:10.53941/tai.2025.100003",OpenAlex (FastTrack MCP) — Q5,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R131,Da-Wei Li et al. (2025). From Generation to Judgment: Opportunities and Challenges of LLM-as-a-judge. conference-paper. doi:10.18653/v1/2025.emnlp-main.138,"OpenAlex (FastTrack MCP) — Q5, Q11, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R132,Mohamed Amine Ferrag et al. (2026). From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review. IEEE Access. doi:10.1109/access.2026.3698694,OpenAlex (FastTrack MCP) — Q5,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R133,Yulin Chen et al. (2025). Defense Against Prompt Injection Attack by Leveraging Attack Techniques. conference-paper. doi:10.18653/v1/2025.acl-long.897,OpenAlex (FastTrack MCP) — Q5,No,Include,Include,,Included (P24)
R134,Yi Liu et al. (2023). Prompt Injection attack against LLM-integrated Applications. arXiv (Cornell University). doi:10.48550/arxiv.2306.05499,"OpenAlex (FastTrack MCP) — Q5, Q7",No,Include,Include,,Included (P25)
R135,OpenAI et al. (2023). GPT-4 Technical Report. arXiv (Cornell University). doi:10.4230/lipics.cosit.2024.11,"OpenAlex (FastTrack MCP) — Q5, Q7, Q10",No,Exclude,Not assessed,outside scope,Excluded
R136,Kai Greshake et al. (2023). Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection. arXiv (Cornell University). doi:10.48550/arxiv.2302.12173,"OpenAlex (FastTrack MCP) — Q5, Q6",No,Include,Include,,Included (P26)
R137,Sander Schulhoff et al. (2024). The Prompt Report: A Systematic Survey of Prompt Engineering Techniques. arXiv (Cornell University). doi:10.48550/arxiv.2406.06608,"OpenAlex (FastTrack MCP) — Q5, Q10",No,Exclude,Not assessed,outside scope,Excluded
R138,Yifan Zeng et al. (2024). AutoDefense: Multi-Agent LLM Defense against Jailbreak Attacks. arXiv (Cornell University). doi:10.48550/arxiv.2403.04783,OpenAlex (FastTrack MCP) — Q5,No,Exclude,Not assessed,wrong threat (content jailbreak response filtering),Excluded
R139,Hanrong Zhang et al. (2024). Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents. arXiv (Cornell University). doi:10.48550/arxiv.2410.02644,"OpenAlex (FastTrack MCP) — Q5, Q7",No,Include,Include,,Included (P27)
R140,Miao Yu et al. (2025). A Survey on Trustworthy LLM Agents: Threats and Countermeasures. conference-paper. doi:10.1145/3711896.3736561,"OpenAlex (FastTrack MCP) — Q6, Q7",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),"Background source (Yu et al., 2025; component view of agent threats)"
R141,"Tinshu Sasi et al. (2023). A comprehensive survey on IoT attacks: Taxonomy, detection mechanisms and challenges. Journal of Information and Intelligence. doi:10.1016/j.jiixd.2023.12.001",OpenAlex (FastTrack MCP) — Q6,No,Exclude,Not assessed,outside scope,Excluded
R142,Matthias Sebastian Treder et al. (2024). Introduction to Large Language Models (LLMs) for dementia care and research. Frontiers in Dementia. doi:10.3389/frdem.2024.1385303,OpenAlex (FastTrack MCP) — Q6,No,Exclude,Not assessed,outside scope,Excluded
R143,Ahmed Dawod Mohammed Ibrahum et al. (2024). Deep learning adversarial attacks and defenses in autonomous vehicles: a systematic literature review from a safety perspective. Artificial Intelligence Review. doi:10.1007/s10462-024-11014-8,"OpenAlex (FastTrack MCP) — Q6, Q9",No,Exclude,Not assessed,outside scope,Excluded
R144,"Yuntao Wang et al. (2023). A Survey on ChatGPT: AI–Generated Contents, Challenges, and Solutions. IEEE Open Journal of the Computer Society. doi:10.1109/ojcs.2023.3300321","OpenAlex (FastTrack MCP) — Q6, Q7",No,Exclude,Not assessed,outside scope,Excluded
R145,Shang Wang et al. (2025). Unique Security and Privacy Threats of Large Language Models: A Comprehensive Survey. ACM Computing Surveys. doi:10.1145/3764113,OpenAlex (FastTrack MCP) — Q6,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R146,Boyang Zhang et al. (2025). Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction Amplification. conference-paper. doi:10.18653/v1/2025.emnlp-main.1771,"OpenAlex (FastTrack MCP) — Q6, Q6",No,Include,Include,,Included (P28)
R147,"Tongcheng Geng et al. (2025). Prompt Injection Attacks on Large Language Models: A Survey of Attack Methods, Root Causes, and Defense Strategies. Computers, materials & continua/Computers, materials & continua (Print). doi:10.32604/cmc.2025.074081","OpenAlex (FastTrack MCP) — Q6, Q10",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R148,Y Zhang et al. (2025). Crabs: Consuming Resource via Auto-generation for LLM-DoS Attack under Black-box Settings. conference-paper. doi:10.18653/v1/2025.findings-acl.580,OpenAlex (FastTrack MCP) — Q6,No,Exclude,Not assessed,outside scope,Excluded
R149,Shouju Wang et al. (2025). Privacy in Action: Towards Realistic Privacy Mitigation and Evaluation for LLM-Powered Agents. conference-paper. doi:10.18653/v1/2025.findings-emnlp.925,OpenAlex (FastTrack MCP) — Q6,No,Exclude,Not assessed,wrong threat (non-adversarial contextual-privacy norms),Excluded
R150,Badhan Chandra Das et al. (2024). Security and Privacy Challenges of Large Language Models: A Survey. arXiv (Cornell University). doi:10.48550/arxiv.2402.00888,"OpenAlex (FastTrack MCP) — Q6, Q7",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R151,Rodrigo Pedro et al. (2023). From Prompt Injections to SQL Injection Attacks: How Protected is Your LLM-Integrated Web Application?. arXiv (Cornell University). doi:10.48550/arxiv.2308.01990,OpenAlex (FastTrack MCP) — Q6,No,Include,Include,,Included (P29)
R152,"Haoran Li et al. (2023). Privacy in Large Language Models: Attacks, Defenses and Future Directions. arXiv (Cornell University). doi:10.48550/arxiv.2310.10383",OpenAlex (FastTrack MCP) — Q6,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R153,Nicholas Carlini et al. (2023). Poisoning Web-Scale Training Datasets is Practical. arXiv (Cornell University). doi:10.48550/arxiv.2302.10149,OpenAlex (FastTrack MCP) — Q6,No,Exclude,Not assessed,outside scope,Excluded
R154,Yuyang Zhang et al. (2024). Towards Action Hijacking of Large Language Model-based Agent. arXiv (Cornell University). doi:10.48550/arxiv.2412.10807,OpenAlex (FastTrack MCP) — Q6,No,Include,Include,,Included (P30)
R155,Ze Sheng et al. (2025). LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights. ACM Computing Surveys. doi:10.1145/3769082,OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R156,Zichao Lin et al. (2024). Towards trustworthy LLMs: a review on debiasing and dehallucinating in large language models. Artificial Intelligence Review. doi:10.1007/s10462-024-10896-y,OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R157,Tongxin Yuan et al. (2024). R-Judge: Benchmarking Safety Risk Awareness for LLM Agents. conference-paper. doi:10.18653/v1/2024.findings-emnlp.79,OpenAlex (FastTrack MCP) — Q7,No,Include,Include,,Included (P31)
R158,Hany F. Atlam (2025). LLMs in Cyber Security: Bridging Practice and Education. Big Data and Cognitive Computing. doi:10.3390/bdcc9070184,"OpenAlex (FastTrack MCP) — Q7, Q10",No,Exclude,Not assessed,outside scope,Excluded
R159,Anna Neumann et al. (2025). Position is Power: System Prompts as a Mechanism of Bias in Large Language Models (LLMs). conference-paper. doi:10.1145/3715275.3732038,OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,outside scope,Excluded
R160,Declan Humphreys et al. (2024). AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business. AI and Ethics. doi:10.1007/s43681-024-00443-4,OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,outside scope,Excluded
R161,"Maha Charfeddine et al. (2024). ChatGPT’s Security Risks and Benefits: Offensive and Defensive Use-Cases, Mitigation Measures, and Future Implications. IEEE Access. doi:10.1109/access.2024.3367792",OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,outside scope,Excluded
R162,Pengfei He et al. (2025). Red-Teaming LLM Multi-Agent Systems via Communication Attacks. conference-paper. doi:10.18653/v1/2025.findings-acl.349,OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,outside scope (multi-agent inter-agent channel; review population is single tool-using agents),Excluded
R163,"Yifan Yao et al. (2023). A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly. arXiv (Cornell University). doi:10.48550/arxiv.2312.02003",OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R164,"Muhammad Usman Hadi et al. (2023). A Survey on Large Language Models: Applications, Challenges, Limitations, and Practical Usage. preprint. doi:10.36227/techrxiv.23589741.v1",OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R165,D. O. Glukhov et al. (2023). LLM Censorship: A Machine Learning Challenge or a Computer Security Problem?. arXiv (Cornell University). doi:10.48550/arxiv.2307.10719,"OpenAlex (FastTrack MCP) — Q7, Q10",No,Exclude,Not assessed,outside scope,Excluded
R166,"Maximilian Mozes et al. (2023). Use of LLMs for Illicit Purposes: Threats, Prevention Measures, and Vulnerabilities. arXiv (Cornell University). doi:10.48550/arxiv.2308.12833",OpenAlex (FastTrack MCP) — Q7,No,Exclude,Not assessed,outside scope,Excluded
R167,Garima Agrawal et al. (2024). Can Knowledge Graphs Reduce Hallucinations in LLMs? : A Survey. conference-paper. doi:10.18653/v1/2024.naacl-long.219,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R168,Agathe Balayn et al. (2025). Unpacking Trust Dynamics in the LLM Supply Chain: An Empirical Exploration to Foster Trustworthy LLM Production & Use. conference-paper. doi:10.1145/3706598.3713787,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R169,"Aristeidis Karras et al. (2025). LLMs for Cybersecurity in the Big Data Era: A Comprehensive Review of Applications, Challenges, and Future Directions. Information. doi:10.3390/info16110957",OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R170,Peter Adebowale Olujimi et al. (2025). Agentic AI Frameworks in SMMEs: A Systematic Literature Review of Ecosystemic Interconnected Agents. AI. doi:10.3390/ai6060123,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R171,Sandra Wachter et al. (2024). Do large language models have a legal duty to tell the truth?. Royal Society Open Science. doi:10.1098/rsos.240197,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R172,Chao Xu et al. (2025). Factors Affecting Human–AI Collaboration Performances in Financial Sector: Sustainable Service Development Perspective. Sustainability. doi:10.3390/su17104335,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R173,Dhruv Grewal et al. (2024). How generative AI Is shaping the future of marketing. Journal of the Academy of Marketing Science. doi:10.1007/s11747-024-01064-3,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R174,Shu Yang et al. (2025). Fraud-R1 : A Multi-Round Benchmark for Assessing the Robustness of LLM Against Augmented Fraud and Phishing Inducements. conference-paper. doi:10.18653/v1/2025.findings-acl.226,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,wrong population/system (LLM fraud-inducement robustness; no agent tool use),Excluded
R175,Victor Castro-Maldonado et al. (2026). Semantic Firewalls with Online Ensemble Learning for Secure Agentic RAG Systems in Financial Chatbots. AI. doi:10.3390/ai7030080,OpenAlex (FastTrack MCP) — Q8,No,Include,Include,,Included (P32)
R176,Ramesh Inala et al. (2026). Agentic AI in Retail Banking: Redefining Customer Service and Financial Decision-Making. Journal of Artificial Intelligence and Big Data Disciplines. doi:10.70179/97ntmv88,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,wrong outcome (banking chatbot case study without security evaluation),Excluded
R177,Yewei Song et al. (2024). Enhancing Text-to-SQL Translation for Financial System Design. conference-paper. doi:10.1145/3639477.3639732,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R178,Shiyang Chen et al. (2025). Hybrid Architectures that Combine LLMs and Predictive Analytics for Next-Generation Financial Modeling. Mathematical Modeling and Algorithm Application. doi:10.54097/j1cjb453,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R179,Amar Johri et al. (2026). Enhancing audit quality and reducing costs: the impact of AI in banking and financial services. Frontiers in Artificial Intelligence. doi:10.3389/frai.2025.1718854,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R180,Zhigen Li et al. (2025). ChatSOP: An SOP-Guided MCTS Planning Framework for Controllable LLM Dialogue Agents. conference-paper. doi:10.18653/v1/2025.acl-long.863,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R181,"Satyadhar Joshi (2025). A Comprehensive Review of Gen AI Agents: Applications and Frameworks in Finance, Investments and Risk Domains. article. doi:10.38124/ijisrt/25may964",OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R182,Yutao Mou et al. (2026). ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback. conference-paper. doi:10.18653/v1/2026.findings-acl.1850,"OpenAlex (FastTrack MCP) — Q8, Q11",No,Include,Include,,Included (P33)
R183,"Maryan Rizinski et al. (2025). AI Agents in Finance and Fintech: A Scientific Review of Agent-Based Systems, Applications, and Future Horizons. Computers, materials & continua/Computers, materials & continua (Print). doi:10.32604/cmc.2025.069678",OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R184,Izunna Okpala et al. (2025). Agentic AI Systems Applied to tasks in Financial Services: Modeling and model risk management crews. arXiv (Cornell University). doi:10.48550/arxiv.2502.05439,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope (financial modelling crews; no security problem),Excluded
R185,Simon Storf et al. (2026). Constitutional Black-Box Monitoring for Scheming in LLM Agents. arXiv (Cornell University). doi:10.48550/arxiv.2603.00829,OpenAlex (FastTrack MCP) — Q8,No,Include,Include,,Included (P34)
R186,Mina Foosherian et al. (2023). Enhancing Pipeline-Based Conversational Agents with Large Language Models. arXiv (Cornell University). doi:10.48550/arxiv.2309.03748,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope (banking conversational agent; no security problem),Excluded
R187,Yangjun Ruan et al. (2023). Identifying the Risks of LM Agents with an LM-Emulated Sandbox. arXiv (Cornell University). doi:10.48550/arxiv.2309.15817,OpenAlex (FastTrack MCP) — Q8,No,Include,Include,,Included (P35)
R188,Yanjie Zhao et al. (2024). LLM App Store Analysis: A Vision and Roadmap. arXiv (Cornell University). doi:10.48550/arxiv.2404.12737,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R189,"Partha Pratim Ray (2025). A Review on Agent-to-Agent Protocol: Concept, State-of-the-art, Challenges and Future Directions. preprint. doi:10.36227/techrxiv.174612014.42157096/v1",OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R190,Jón Danı́elsson et al. (2023). On the use of artificial intelligence in financial regulations and the impact on financial stability. RePEc: Research Papers in Economics. doi:10.48550/arxiv.2310.11293,OpenAlex (FastTrack MCP) — Q8,No,Exclude,Not assessed,outside scope,Excluded
R191,S. Srinivas et al. (2025). AI-Augmented SOC: A Survey of LLMs and Agents for Security Automation. Journal of Cybersecurity and Privacy. doi:10.3390/jcp5040095,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R192,"Haoxiang Luo et al. (2025). Toward Edge General Intelligence With Multiple-Large Language Model (Multi-LLM): Architecture, Trust, and Orchestration. IEEE Transactions on Cognitive Communications and Networking. doi:10.1109/tccn.2025.3612760",OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,outside scope,Excluded
R193,Abderaouf Bahi et al. (2026). A Comprehensive Survey of LLMs for Sustainable and Renewable Energy Systems. Information. doi:10.3390/info17030271,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,outside scope,Excluded
R194,Rohan Sinha et al. (2024). Real-Time Anomaly Detection and Reactive Planning with Large Language Models. conference-paper. doi:10.15607/rss.2024.xx.114,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,outside scope,Excluded
R195,Gelei Xu et al. (2026). A comprehensive survey of AI agents in healthcare. Journal of Biomedical Informatics. doi:10.1016/j.jbi.2026.105045,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
